CellsPerSensor,MSE,Weight&Biases,ObjectiveFunctionValue,Architecture
7,0.017916129475169795,102,0.02312007748229617,"[15, 2, 6]"
7,0.011333518059633802,141,0.01612328556041711,"[17, 4, 1, 4]"
7,0.009564003733331461,183,0.015112261587195563,"[18, 5, 3, 3]"
7,0.010600216198153958,143,0.015155665113782553,"[18, 4, 2]"
8,0.007630819642304204,143,0.01091016870604744,"[18, 4, 2]"
8,0.02101620931562473,163,0.031588527856334155,"[12, 9]"
8,0.00795068088422246,140,0.011282553232020839,"[15, 5, 2]"
8,0.0112684427091192,102,0.01454149284312326,"[13, 3, 2, 3]"
8,0.022515851078914313,170,0.03444003010087468,"[18, 3, 4, 2, 8]"
8,0.020599572828143838,88,0.025668648361190118,"[11, 1, 14]"
8,0.010669418973086426,146,0.015369447489544032,"[14, 5, 4]"
8,0.007694321404249723,126,0.010543215545668897,"[17, 3, 4]"
9,0.012262732735548808,119,0.01651162707847441,"[16, 2, 4, 4]"
9,0.02768119871460964,141,0.03937981738608736,"[14, 5, 3, 1]"
9,0.03837557898688078,140,0.05445753879875982,"[15, 5, 2]"
9,0.014816867812897077,117,0.01985123553699057,"[18, 2, 6]"
9,0.008924002862447798,149,0.012951927222311381,"[20, 3, 5]"
9,0.0106143045477112,152,0.015521133967679695,"[18, 3, 8]"
9,0.01291435301726746,182,0.020355259484921683,"[14, 6, 5, 2]"
9,0.009048721634659126,82,0.011107532612418656,"[17, 1, 4]"
10,0.010320440740552182,109,0.013553251295624106,"[20, 1, 9]"
10,0.00786558085725341,100,0.010099605737725932,"[17, 2, 3]"
10,0.010228289021569244,123,0.013910685904706333,"[20, 2, 5]"
10,0.008614924304319083,132,0.01198308513643585,"[14, 5, 2]"
10,0.00846131328861622,196,0.013811538923132242,"[17, 5, 4, 5]"
10,0.006562802529489341,131,0.009105856032312275,"[17, 3, 5]"
10,0.009145653979589682,133,0.012753156269818985,"[14, 3, 9]"
10,0.006512265422957767,142,0.009287666961768568,"[17, 4, 3]"
2,0.09035064599926886,57,0.10418812580054551,[14]
2,0.07125944200407347,65,0.08383305071928422,[16]
2,0.3986630577785973,60,0.46318039183793835,"[11, 2]"
2,0.08098276983325921,57,0.09338553053768438,[14]
2,0.04897658921618066,69,0.0581975008354234,[17]
2,0.11482393914894755,95,0.14560536626779944,"[18, 2]"
2,0.08110149886678178,53,0.09259187942958555,[13]
2,0.5568577881688739,137,0.7843143446950512,"[12, 5, 5]"
3,0.022455777755152062,76,0.02715464021549829,"[17, 1, 2]"
3,0.025556270374048274,115,0.03406882360642293,"[16, 3, 3]"
3,0.06257972840672142,105,0.08136469025879445,"[18, 2, 3]"
3,0.025748142724850865,83,0.031685605650074306,"[18, 1, 3]"
3,0.2789007660244881,98,0.3563295629420553,"[15, 2, 5]"
3,0.5914654857945377,95,0.7500225940007298,"[16, 2, 3]"
3,0.3375719495262709,80,0.4123113102288929,"[13, 2, 3]"
3,0.24672835453352288,107,0.32239836916889425,"[14, 4]"
4,0.02357744748953223,109,0.03096292869348086,"[14, 4, 1]"
4,0.026592390439402237,95,0.03372114542110255,"[12, 4, 1]"
4,0.152780779373525,102,0.19715773218858243,"[15, 2, 6]"
4,0.054688222486780305,71,0.06531020973052526,"[15, 1, 3]"
4,0.30017068400839675,66,0.3540192391583944,"[11, 2, 2]"
4,0.12234718282076007,153,0.17935422554818128,"[10, 6, 7]"
4,0.0341506444046774,121,0.046213938682471346,"[14, 4, 3]"
4,0.12466331910021886,122,0.1691213756491003,"[13, 4, 2, 4]"
5,0.11572937762329338,93,0.14602159387303812,"[14, 3, 1]"
5,0.013228964182110814,132,0.018401067549905063,"[18, 3, 2, 3]"
5,0.013521811043193221,181,0.021259503406833104,"[18, 4, 4, 5]"
5,0.07622532845061812,84,0.0940375153225241,"[15, 2, 1, 1]"
5,0.022536440730955908,108,0.029521936203609038,"[17, 2, 5]"
5,0.20271956426896934,108,0.26555542266048365,"[17, 2, 5]"
5,0.015123717261986603,69,0.017971087045367148,[17]
5,0.020890357071550143,87,0.02596599165000919,"[16, 1, 7]"
6,0.01614240705652471,178,0.025190067948846866,"[17, 5, 4, 2]"
6,0.0161282323989774,105,0.020969548238303066,"[19, 1, 9]"
6,0.03269707719599754,130,0.04525375687325898,"[11, 6, 3]"
6,0.0128922061210209,192,0.02083476429997641,"[13, 7, 3, 6]"
6,0.010406434805097894,136,0.014620495505779407,"[17, 4, 2]"
6,0.033635382306223836,64,0.03947148678631926,"[11, 1, 6]"
6,0.07129149698795514,73,0.0855650635276081,"[11, 1, 9]"
6,0.12679037942822272,165,0.19152822122949512,"[15, 7]"
7,0.01279783249671847,153,0.018760916951451136,"[18, 2, 15]"
7,0.013528582483337636,118,0.018170595729032228,"[19, 2, 5]"
7,0.013884409198851106,165,0.020973643336904935,"[16, 3, 2, 5, 6]"
7,0.012753169088877355,170,0.01950712525869394,"[14, 4, 9, 2]"
7,0.0149957088853435,80,0.018315800193125516,"[13, 2, 1, 3]"
7,0.010015902591570999,132,0.013931801282673038,"[18, 3, 4]"
7,0.011257477321626295,134,0.01573728218362745,"[15, 4, 4]"
7,0.03858673724763424,114,0.05131117798100452,"[19, 2, 4]"
8,0.7553156890984085,77,0.9156514627755974,"[8, 3, 5]"
8,0.0142906943991893,123,0.019435641750839873,"[16, 2, 10]"
8,0.019702387198588002,122,0.02672875109251424,"[18, 3, 2]"
8,0.012189015080177062,99,0.015611926523077954,"[16, 2, 4]"
8,0.012512619594307573,74,0.015055414630173992,"[15, 1, 4]"
8,0.19732392126320902,142,0.28141955913255073,"[19, 2, 11]"
8,0.012363008059365818,85,0.015290149429558156,"[16, 2]"
8,0.01055633658516901,154,0.015513743427517481,"[17, 4, 5]"
9,0.02112399500365489,123,0.0287290727636621,"[16, 4, 1]"
9,0.028455379546660504,112,0.037650160999563455,"[17, 2, 6]"
9,0.014123550446427944,163,0.02122847940877904,"[12, 6, 6]"
9,0.007561545523366383,140,0.010730343869419852,"[16, 3, 6, 2]"
9,0.007300398285240125,123,0.009928693578278603,"[19, 3, 1]"
9,0.007725137285163547,181,0.012145753398533203,"[14, 5, 9]"
9,0.09045441755957558,120,0.12210069222695057,"[16, 3, 4]"
9,0.008173139040504561,104,0.010599989924132983,"[18, 1, 10]"
10,0.00798218425135628,98,0.010198208725461174,"[16, 1, 4, 4]"
10,0.007792680665031498,142,0.011113770409461262,"[17, 4, 3]"
10,0.008048940649821675,154,0.011828838451407725,"[17, 3, 5, 4]"
10,0.013431090112725984,112,0.017771075740338337,"[11, 2, 4, 7]"
10,0.013675999966581115,166,0.02071053419909587,"[17, 6]"
10,0.016230321400070517,199,0.02669246148538506,"[20, 4, 9]"
10,0.006139585718710913,165,0.009274393980786243,"[16, 4, 8]"
10,0.007441843669178515,155,0.010964015839734985,"[16, 5, 3]"
